,words,letter,diversity,ranking
3473,poema,epmao,1.0,0.44069037656903765
2702,mapeo,epmao,1.0,0.44069037656903765
476,audio,diuao,1.0,0.440428870292887
951,carpe,ercpa,1.0,0.44037656903765693
3202,pacer,ercpa,1.0,0.44037656903765693
1045,cerpa,ercpa,1.0,0.44037656903765693
3316,pecar,erpca,1.0,0.4403765690376569
3349,perca,erpca,1.0,0.4403765690376569
3266,parce,erpca,1.0,0.4403765690376569
57,troya,yrato,1.0,0.44011506276150625
4428,troya,yrato,1.0,0.44011506276150625
407,arije,erjia,1.0,0.43995815899581586
3131,oliva,vliao,1.0,0.43990585774058577
4609,viola,vliao,1.0,0.43990585774058577
4642,voila,vliao,1.0,0.43990585774058577
510,azeri,ezria,1.0,0.4393828451882845
173,aguio,giuao,1.0,0.4389121338912134
2316,jateo,ejato,1.0,0.4388598326359832
196,ajote,ejato,1.0,0.4388598326359832
226,alelo,eaol,0.8,0.4385460251046025
3940,sauco,scuao,1.0,0.43838912133891217
2627,lunar,rluna,1.0,0.4382845188284519
514,azote,ezato,1.0,0.4382845188284518
4320,todia,diato,1.0,0.43802301255230125
1544,droga,grdao,1.0,0.43802301255230125
1986,gorda,grdao,1.0,0.43802301255230125
1540,drago,grdao,1.0,0.43802301255230125
1998,grado,grdao,1.0,0.43802301255230125
3052,nodal,ldnao,1.0,0.43786610878661086
2433,lando,dlnao,1.0,0.43786610878661086
2418,ladon,dlnao,1.0,0.43786610878661086
1398,cural,rclua,1.0,0.43765690376569033
1380,cular,rclua,1.0,0.43765690376569033
1194,clero,erclo,1.0,0.43739539748953976
3912,samio,smiao,1.0,0.43739539748953976
1221,codal,cldao,1.0,0.4372384937238494
873,caldo,cdlao,1.0,0.4372384937238494
3754,risca,srcia,1.0,0.437081589958159
894,camon,cmnao,1.0,0.4369246861924686
2651,macon,cmnao,1.0,0.4369246861924686
2687,manco,cmnao,1.0,0.4369246861924686
2818,mirla,rmlia,1.0,0.436663179916318
2905,muare,ermua,1.0,0.436663179916318
3730,reuma,ermua,1.0,0.436663179916318
2538,limar,rmlia,1.0,0.436663179916318
2912,muera,ermua,1.0,0.436663179916318
2731,maure,ermua,1.0,0.436663179916318
3921,santo,snato,1.0,0.43661087866108783
3708,renda,erdna,1.0,0.43655857740585774
1475,denar,erdna,1.0,0.43655857740585774
3054,nogal,glnao,1.0,0.4363493723849372
2603,longa,glnao,1.0,0.4363493723849372
1907,galon,glnao,1.0,0.4363493723849372
325,anglo,glnao,1.0,0.4363493723849372
2739,meado,emdao,1.0,0.43624476987447697
2193,horma,rmhao,1.0,0.43614016736401673
4370,tosca,scato,1.0,0.43598326359832634
4206,tasco,scato,1.0,0.43598326359832634
1309,costa,scato,1.0,0.43598326359832634
967,casto,scato,1.0,0.43598326359832634
974,catos,scato,1.0,0.43598326359832634
1037,cerda,ercda,1.0,0.43593096234309625
3868,sabio,sbiao,1.0,0.4358786610878661
78,abiso,sbiao,1.0,0.4358786610878661
1676,faino,finao,1.0,0.4357217573221757
152,afino,finao,1.0,0.4357217573221757
566,banco,bcnao,1.0,0.435407949790795
525,bacon,bcnao,1.0,0.435407949790795
3476,poisa,spiao,1.0,0.43519874476987447
2512,libar,brlia,1.0,0.4351464435146444
666,birla,brlia,1.0,0.4351464435146444
2516,libra,brlia,1.0,0.4351464435146444
761,brial,brlia,1.0,0.4351464435146444
82,abril,brlia,1.0,0.4351464435146444
583,baril,brlia,1.0,0.4351464435146444
31,libra,brlia,1.0,0.4351464435146444
3617,rabil,brlia,1.0,0.4351464435146444
795,buera,ebrua,1.0,0.4351464435146443
1226,cofia,fciao,1.0,0.43509414225941423
400,argen,egrna,1.0,0.4350418410041841
2999,negar,egrna,1.0,0.4350418410041841
2021,grena,egrna,1.0,0.4350418410041841
3000,negra,egrna,1.0,0.4350418410041841
3709,renga,egrna,1.0,0.4350418410041841
4288,tinea,einat,1.0,0.435041841004184
4239,tenia,einat,1.0,0.435041841004184
4226,teina,einat,1.0,0.435041841004184
1658,etnia,einat,1.0,0.435041841004184
1827,forma,frmao,1.0,0.43493723849372384
2884,morfa,frmao,1.0,0.43493723849372384
2848,mofar,frmao,1.0,0.43493723849372384
4348,torax,rxato,1.0,0.43478033472803346
3205,pacon,pcnao,1.0,0.4347280334728033
135,adobe,ebdao,1.0,0.4347280334728033
925,capon,pcnao,1.0,0.4347280334728033
3138,omega,egmao,1.0,0.4347280334728033
3243,panco,pcnao,1.0,0.4347280334728033
3419,piral,rplia,1.0,0.43446652719665274
3423,pirla,rplia,1.0,0.43446652719665274
3395,pilar,rplia,1.0,0.43446652719665274
4501,urape,erpua,1.0,0.4344665271966527
365,apure,erpua,1.0,0.4344665271966527
862,caite,eciat,1.0,0.4344142259414226
1653,etica,eciat,1.0,0.4344142259414226
2016,greca,egrca,1.0,0.4344142259414226
1011,cegar,egrca,1.0,0.4344142259414226
36,marte,ermat,1.0,0.4342573221757322
2717,marte,ermat,1.0,0.4342573221757322
4247,terma,ermat,1.0,0.4342573221757322
1016,celan,eclna,1.0,0.4342573221757322
2998,necla,eclna,1.0,0.4342573221757322
2430,lance,eclna,1.0,0.4342573221757322
2789,metra,ermat,1.0,0.4342573221757322
1025,cenal,eclna,1.0,0.4342573221757322
1615,epoda,epdao,1.0,0.43404811715481173
558,balto,blato,1.0,0.4340481171548117
323,anexo,exnao,1.0,0.4337866108786611
4721,zaino,zinao,1.0,0.43373430962343096
3014,niazo,zinao,1.0,0.43373430962343096
2853,mojar,rmjao,1.0,0.4335251046025105
2138,helar,erlha,1.0,0.43347280334728033
1668,fabro,fbrao,1.0,0.4334205020920502
3449,plato,plato,1.0,0.4333682008368201
3237,palto,plato,1.0,0.4333682008368201
492,avion,vinao,1.0,0.4329497907949791
2718,marzo,zrmao,1.0,0.4329497907949791
2993,navio,vinao,1.0,0.4329497907949791
639,berta,ebrat,1.0,0.43274058577405855
4378,trabe,ebrat,1.0,0.43274058577405855
4389,traro,rtoa,0.8,0.4325836820083682
4391,trato,rtoa,0.8,0.4325836820083682
3819,rotar,rtoa,0.8,0.4325836820083682
4367,torta,rtoa,0.8,0.4325836820083682
462,atoar,rato,0.8,0.43258368200836816
4201,tarro,rato,0.8,0.43258368200836816
468,atora,rato,0.8,0.43258368200836816
469,atoro,rato,0.8,0.43258368200836816
351,aorta,rato,0.8,0.43258368200836816
4199,tarot,rato,0.8,0.43258368200836816
355,apego,egpao,1.0,0.4325313807531381
4523,vacio,vciao,1.0,0.43232217573221754
992,cavio,vciao,1.0,0.43232217573221754
1735,feral,efrla,1.0,0.43226987447698745
3281,parte,erpat,1.0,0.4320606694560669
3300,pater,erpat,1.0,0.4320606694560669
4402,trepa,erpat,1.0,0.4320606694560669
3368,petar,erpat,1.0,0.4320606694560669
3369,petra,erpat,1.0,0.4320606694560669
4387,trape,erpat,1.0,0.4320606694560669
3358,perta,erpat,1.0,0.4320606694560669
701,bojar,brjao,1.0,0.4320083682008368
2351,jobar,brjao,1.0,0.4320083682008368
1598,enano,enao,0.8,0.4315899581589958
773,broza,zbrao,1.0,0.4314330543933054
4707,zabro,zbrao,1.0,0.4314330543933054
4735,zarbo,zbrao,1.0,0.4314330543933054
752,brazo,zbrao,1.0,0.4314330543933054
269,aludo,dluao,1.0,0.4313284518828452
2458,laudo,dluao,1.0,0.4313284518828452
59,urias,sriua,1.0,0.4311715481171548
3863,rusia,sriua,1.0,0.4311715481171548
52,rusia,sriua,1.0,0.4311715481171548
4043,soeza,eszao,1.0,0.4310146443514644
844,caceo,eaco,0.8,0.43096234309623427
3975,serio,esrio,1.0,0.4309100418410042
3696,rejal,erlja,1.0,0.43085774058577403
131,adios,sdiao,1.0,0.4307531380753138
1504,diosa,sdiao,1.0,0.4307531380753138
1393,cunar,rcuna,1.0,0.4307008368200837
750,bravo,vbrao,1.0,0.43064853556485355
3801,ronce,ercno,1.0,0.4304393305439331
1043,cerno,ercno,1.0,0.4304393305439331
1044,ceron,ercno,1.0,0.4304393305439331
3707,renco,ercno,1.0,0.4304393305439331
501,ayote,eyato,1.0,0.4301778242677824
4086,suato,suato,1.0,0.43007322175732215
389,ardil,rldia,1.0,0.43002092050209206
3840,rueda,erdua,1.0,0.430020920502092
3522,pravo,vrpao,1.0,0.4299686192468619
3284,parvo,vrpao,1.0,0.4299686192468619
3310,pavor,vrpao,1.0,0.4299686192468619
4541,vapor,vrpao,1.0,0.4299686192468619
2696,manir,rmina,1.0,0.4297071129707113
2808,minar,rmina,1.0,0.4297071129707113
4531,valer,evrla,1.0,0.4294979079497908
4558,velar,evrla,1.0,0.4294979079497908
3704,relva,evrla,1.0,0.4294979079497908
2192,horda,rdhao,1.0,0.4294979079497908
2504,levar,evrla,1.0,0.4294979079497908
4484,ultra,rluat,1.0,0.4293410041841004
2797,micra,rcmia,1.0,0.4290794979079498
1164,cimar,rcmia,1.0,0.4290794979079498
4420,trole,erlto,1.0,0.42907949790794975
368,aqueo,equao,1.0,0.42902719665271966
1535,dotal,ldato,1.0,0.42892259414225936
1261,conga,gcnao,1.0,0.42876569037656903
4414,trisa,sriat,1.0,0.42876569037656903
855,cagon,gcnao,1.0,0.42876569037656903
2699,manto,mnato,1.0,0.42860878661087864
2728,maton,mnato,1.0,0.42860878661087864
2876,monta,mnato,1.0,0.42860878661087864
404,argue,egrua,1.0,0.4285041841004184
1582,eguar,egrua,1.0,0.4285041841004184
2023,grial,grlia,1.0,0.4285041841004184
2528,ligar,grlia,1.0,0.4285041841004184
1608,enula,eluna,1.0,0.428347280334728
3898,salmo,smlao,1.0,0.4282949790794979
2863,molsa,smlao,1.0,0.4282949790794979
2721,maslo,smlao,1.0,0.4282949790794979
1699,fardo,frdao,1.0,0.4282949790794979
570,banir,brina,1.0,0.4281903765690377
662,binar,brina,1.0,0.4281903765690377
1948,geoda,egdao,1.0,0.4280857740585774
2180,hogar,grhao,1.0,0.42798117154811716
2156,hiato,hiato,1.0,0.42798117154811716
178,ahito,hiato,1.0,0.42798117154811716
287,amibo,bmiao,1.0,0.4278765690376569
2113,halon,lhnao,1.0,0.42782426778242677
2181,holan,lhnao,1.0,0.42782426778242677
3998,siena,esina,1.0,0.4277719665271967
3917,sanie,esina,1.0,0.4277719665271967
4193,tarde,erdat,1.0,0.42761506276150624
1332,criba,brcia,1.0,0.4275627615062762
3403,pinar,rpina,1.0,0.42751046025104605
4155,talgo,glato,1.0,0.42740585774058576
2412,lacho,clhao,1.0,0.4271966527196652
1116,chola,clhao,1.0,0.4271966527196652
2587,locha,clhao,1.0,0.4271966527196652
4126,tabon,bnato,1.0,0.427092050209205
3718,resma,esrma,1.0,0.42698744769874475
2781,mesar,esrma,1.0,0.42698744769874475
3378,picar,rpcia,1.0,0.4268828451882845
3421,pirca,rpcia,1.0,0.4268828451882845
710,bolsa,sblao,1.0,0.42677824267782427
1999,grafo,fgrao,1.0,0.42677824267782427
557,balso,sblao,1.0,0.42677824267782427
1855,froga,fgrao,1.0,0.42677824267782427
3112,ofita,fiato,1.0,0.4267782426778242
2256,imela,emlia,1.0,0.4267259414225941
1586,elami,emlia,1.0,0.4267259414225941
2479,leima,emlia,1.0,0.4267259414225941
1786,flaon,flnao,1.0,0.4266213389121339
2122,haren,erhna,1.0,0.42651673640167365
2142,henar,erhna,1.0,0.42651673640167365
3303,paton,pnato,1.0,0.42641213389121335
4187,tapon,pnato,1.0,0.42641213389121335
2439,lapso,splao,1.0,0.42609832635983264
1806,focal,fclao,1.0,0.4259937238493724
1784,flaco,fclao,1.0,0.4259937238493724
2103,hacer,ercha,1.0,0.42588912133891216
1573,echar,ercha,1.0,0.42588912133891216
3206,pacto,pcato,1.0,0.42578451882845186
3867,saber,esbra,1.0,0.42547071129707115
3871,sabre,esbra,1.0,0.42547071129707115
641,besar,esbra,1.0,0.42547071129707115
3972,serba,esbra,1.0,0.42547071129707115
2360,jorga,grjao,1.0,0.42536610878661085
1989,gorja,grjao,1.0,0.42536610878661085
2001,grajo,grjao,1.0,0.42536610878661085
3932,sarro,raos,0.8,0.4253138075313807
3924,sarao,raos,0.8,0.4253138075313807
4073,sorra,raos,0.8,0.4253138075313807
1023,celta,eclat,1.0,0.4253138075313807
4219,tecla,eclat,1.0,0.4253138075313807
3812,rosar,raos,0.8,0.4253138075313807
4075,sosar,raos,0.8,0.4253138075313807
434,asaro,raos,0.8,0.4253138075313807
2301,jalon,ljnao,1.0,0.4252092050209205
2605,lonja,ljnao,1.0,0.4252092050209205
540,baile,eblia,1.0,0.42520920502092047
654,biela,eblia,1.0,0.42520920502092047
2536,lilao,aoli,0.8,0.42505230125523014
181,aillo,aoli,0.8,0.42505230125523014
4662,yacio,yciao,1.0,0.425
2735,mayor,yrmao,1.0,0.4248430962343096
1936,garzo,zgrao,1.0,0.4247907949790795
1994,gozar,zgrao,1.0,0.4247907949790795
3359,pesar,esrpa,1.0,0.4247907949790795
3978,serpa,esrpa,1.0,0.4247907949790795
3526,presa,esrpa,1.0,0.4247907949790795
3357,persa,esrpa,1.0,0.4247907949790795
363,apres,esrpa,1.0,0.4247907949790795
853,cafre,efrca,1.0,0.4246861924686192
1669,facer,efrca,1.0,0.4246861924686192
4753,zonal,zlnao,1.0,0.4246338912133891
1236,cojal,cljao,1.0,0.424581589958159
2558,liron,rlino,1.0,0.4245292887029289
4493,unero,eruno,1.0,0.4245292887029289
3844,rueno,eruno,1.0,0.4245292887029289
4489,unado,dunao,1.0,0.4243723849372385
1249,colza,zclao,1.0,0.4240062761506276
888,calzo,zclao,1.0,0.4240062761506276
4554,vatio,viato,1.0,0.4240062761506276
1365,cuero,ercuo,1.0,0.42390167364016734
2521,licor,rclio,1.0,0.42390167364016734
4536,valon,vlnao,1.0,0.42384937238493725
3072,noval,vlnao,1.0,0.42384937238493725
3741,riera,erai,0.8,0.423744769874477
1350,cuado,cduao,1.0,0.42374476987447696
1454,dauco,cduao,1.0,0.42374476987447696
741,boyar,ybrao,1.0,0.423326359832636
1015,cejar,ercja,1.0,0.42327405857740585
2288,jacer,ercja,1.0,0.42327405857740585
1193,clavo,vclao,1.0,0.4232217573221757
886,calvo,vclao,1.0,0.4232217573221757
4638,vocal,vclao,1.0,0.4232217573221757
2935,muria,rmiua,1.0,0.4231694560669456
3854,rumia,rmiua,1.0,0.4231694560669456
2835,miura,rmiua,1.0,0.4231694560669456
2960,nadir,rdina,1.0,0.4230648535564854
1502,dinar,rdina,1.0,0.4230648535564854
2058,guano,gunao,1.0,0.42285564853556484
2668,maido,mdiao,1.0,0.4227510460251046
3518,poyar,yrpao,1.0,0.4226464435146443
3181,otate,eato,0.8,0.4226464435146443
3012,nevar,evrna,1.0,0.4225418410041841
1335,crida,rcdia,1.0,0.42243723849372383
1153,cidra,rcdia,1.0,0.42243723849372383
4451,tunar,runat,1.0,0.4223849372384937
3090,nutra,runat,1.0,0.4223849372384937
4499,untar,runat,1.0,0.4223849372384937
2051,guaco,gcuao,1.0,0.42222803347280335
4680,yeral,eyrla,1.0,0.4221757322175732
3820,roten,ernto,1.0,0.42212343096234306
4401,treno,ernto,1.0,0.42212343096234306
4242,tenor,ernto,1.0,0.42212343096234306
4251,terno,ernto,1.0,0.42212343096234306
1607,entro,ernto,1.0,0.42212343096234306
3069,norte,ernto,1.0,0.42212343096234306
3715,rento,ernto,1.0,0.42212343096234306
4115,sural,srlua,1.0,0.42207112970711297
1446,danto,dnato,1.0,0.42196652719665273
3703,relso,esrlo,1.0,0.42180962343096234
3719,resol,esrlo,1.0,0.42180962343096234
4050,soler,esrlo,1.0,0.42180962343096234
4462,turca,rcuat,1.0,0.4217573221757322
4431,truca,rcuat,1.0,0.4217573221757322
3890,saldo,sdlao,1.0,0.42165271966527196
3829,rubia,briua,1.0,0.42165271966527196
1918,ganir,grina,1.0,0.4215481171548117
1300,corte,ercto,1.0,0.42149581589958157
4246,terco,ercto,1.0,0.42149581589958157
4350,torce,ercto,1.0,0.42149581589958157
1057,cetro,ercto,1.0,0.42149581589958157
3679,recto,ercto,1.0,0.42149581589958157
2236,ibero,ebrio,1.0,0.42139121338912133
3159,oribe,ebrio,1.0,0.42139121338912133
1622,erbio,ebrio,1.0,0.42139121338912133
632,beori,ebrio,1.0,0.42139121338912133
1572,ebrio,ebrio,1.0,0.42139121338912133
2697,manso,smnao,1.0,0.4213389121338912
3056,nomas,smnao,1.0,0.4213389121338912
2722,mason,smnao,1.0,0.4213389121338912
290,amigo,gmiao,1.0,0.42123430962343095
1983,gomia,gmiao,1.0,0.42123430962343095
3858,rupia,rpiua,1.0,0.4209728033472803
2834,mitra,rmiat,1.0,0.42076359832635984
4281,timar,rmiat,1.0,0.42076359832635984
906,canil,clina,1.0,0.42076359832635984
2892,mosca,scmao,1.0,0.4207112970711297
4175,tango,gnato,1.0,0.4204497907949791
4337,tonga,gnato,1.0,0.4204497907949791
1450,dares,esrda,1.0,0.42034518828451883
3926,sarde,esrda,1.0,0.42034518828451883
3954,sedar,esrda,1.0,0.42034518828451883
310,ancho,chnao,1.0,0.42024058577405854
2954,nacho,chnao,1.0,0.42024058577405854
3047,nocha,chnao,1.0,0.42024058577405854
1067,chano,chnao,1.0,0.42024058577405854
1965,glosa,sglao,1.0,0.4201359832635983
2476,leida,edlia,1.0,0.4200836820083682
2242,ideal,eldia,1.0,0.4200836820083682
2163,hilar,rlhia,1.0,0.41997907949790797
2211,huera,erhua,1.0,0.4199790794979079
329,anime,emina,1.0,0.41976987447698744
1952,gibao,bgiao,1.0,0.4197175732217573
2636,lutea,eluat,1.0,0.4194037656903766
4266,tibar,briat,1.0,0.4192468619246862
604,batir,briat,1.0,0.4192468619246862
672,bitar,briat,1.0,0.4192468619246862
1672,facon,fcnao,1.0,0.4190376569037657
3955,segar,esgra,1.0,0.4188284518828452
3880,saeti,esiat,1.0,0.4188284518828452
2600,lomba,bmlao,1.0,0.4187761506276151
397,arfil,frlia,1.0,0.41877615062761503
1763,filar,frlia,1.0,0.41877615062761503
1864,fuera,efrua,1.0,0.41877615062761503
2496,lesna,eslna,1.0,0.41867154811715485
3966,senal,eslna,1.0,0.41867154811715485
4184,tapir,rpiat,1.0,0.41856694560669455
4412,tripa,rpiat,1.0,0.41856694560669455
3434,pitar,rpiat,1.0,0.41856694560669455
3509,posca,spcao,1.0,0.41851464435146446
3286,pasco,spcao,1.0,0.41851464435146446
4237,tenca,ecnat,1.0,0.418357740585774
912,cante,ecnat,1.0,0.418357740585774
331,anino,naoi,0.8,0.41809623430962345
2428,lampo,pmlao,1.0,0.41809623430962345
350,aonio,naoi,0.8,0.41809623430962345
3231,palmo,pmlao,1.0,0.41809623430962345
297,amplo,pmlao,1.0,0.41809623430962345
332,anion,naoi,0.8,0.41809623430962345
3889,salce,escla,1.0,0.4180439330543933
1190,clase,escla,1.0,0.4180439330543933
875,cales,escla,1.0,0.4180439330543933
720,borax,brxao,1.0,0.4179916317991632
1800,flota,flato,1.0,0.4176778242677824
1788,flato,flato,1.0,0.4176778242677824
1691,falto,flato,1.0,0.4176778242677824
865,cajon,cjnao,1.0,0.4176255230125523
1013,ceiba,ebcia,1.0,0.4176255230125523
3327,peina,epina,1.0,0.4175732217573222
2967,naipe,epina,1.0,0.4175732217573222
3944,saxeo,esxao,1.0,0.41757322175732214
858,caico,acoi,0.8,0.4174686192468619
635,berma,ebrma,1.0,0.4174686192468619
2238,icaco,acoi,0.8,0.4174686192468619
2534,lijar,rljia,1.0,0.41736401673640167
2373,juera,erjua,1.0,0.41736401673640167
417,aromo,rmao,0.8,0.4173117154811715
2714,marro,raom,0.8,0.4173117154811715
416,aroma,rmao,0.8,0.4173117154811715
2880,morar,roma,0.8,0.4173117154811715
2888,morra,roma,0.8,0.4173117154811715
277,amaro,raom,0.8,0.4173117154811715
4730,zanco,zcnao,1.0,0.4170502092050209
996,cazon,zcnao,1.0,0.4170502092050209
509,azcon,zcnao,1.0,0.4170502092050209
3775,rocin,rcino,1.0,0.41694560669456066
2289,jadeo,edjao,1.0,0.41694560669456066
358,apice,epcia,1.0,0.41694560669456066
1612,epica,epcia,1.0,0.41694560669456066
3049,nocir,rcino,1.0,0.41694560669456066
3379,picea,epcia,1.0,0.41694560669456066
3700,relax,erlxa,1.0,0.4168410041841004
3761,rizal,zrlia,1.0,0.41678870292887027
493,aviso,vsiao,1.0,0.4167364016736402
4695,yogar,ygrao,1.0,0.41668410041841003
41,pablo,bplao,1.0,0.4165794979079498
3200,pablo,bplao,1.0,0.4165794979079498
1707,farte,efrat,1.0,0.41637029288702926
4322,tojal,ljato,1.0,0.416265690376569
2202,hozar,zrhao,1.0,0.416265690376569
993,cavon,vcnao,1.0,0.416265690376569
3760,rival,vrlia,1.0,0.4160041841004184
4610,viral,vrlia,1.0,0.4160041841004184
520,babor,brao,0.8,0.4157949790794979
729,borra,brao,0.8,0.4157949790794979
379,arbor,raob,0.8,0.4157949790794979
3771,robra,brao,0.8,0.4157949790794979
587,barro,brao,0.8,0.4157949790794979
577,barbo,brao,0.8,0.4157949790794979
3098,obrar,brao,0.8,0.4157949790794979
371,arabo,raob,0.8,0.4157949790794979
3765,robar,brao,0.8,0.4157949790794979
4761,zotal,zlato,1.0,0.4156903765690376
4375,tozal,zlato,1.0,0.4156903765690376
1826,forja,frjao,1.0,0.41563807531380753
4443,tuero,eruto,1.0,0.4155857740585774
1633,eruto,eruto,1.0,0.4155857740585774
2566,litro,rlito,1.0,0.4155857740585774
4358,toril,rlito,1.0,0.4155857740585774
4516,utero,eruto,1.0,0.4155857740585774
4683,yerna,eyrna,1.0,0.4152196652719665
3543,prora,rpao,0.8,0.4151150627615063
3279,parro,rpao,0.8,0.4151150627615063
3504,porra,rpao,0.8,0.4151150627615063
3499,popar,rpao,0.8,0.4151150627615063
3263,parao,rpao,0.8,0.4151150627615063
4747,zofra,fzrao,1.0,0.41506276150627613
2073,guiar,griua,1.0,0.41501046025104604
2247,iguar,griua,1.0,0.41501046025104604
2081,guira,griua,1.0,0.41501046025104604
2334,jetar,erjat,1.0,0.41495815899581584
4227,tejar,erjat,1.0,0.41495815899581584
4398,treja,erjat,1.0,0.41495815899581584
4383,traje,erjat,1.0,0.41495815899581584
4328,tolva,vlato,1.0,0.41490585774058575
3140,omeya,eymao,1.0,0.41490585774058575
3977,seron,esrno,1.0,0.41485355648535566
3969,senor,esrno,1.0,0.41485355648535566
300,amuso,smuao,1.0,0.4148012552301255
3689,regio,egrio,1.0,0.4147489539748954
48,riego,egrio,1.0,0.4147489539748954
1625,ergio,egrio,1.0,0.4147489539748954
3740,riego,egrio,1.0,0.4147489539748954
4056,sonda,sdnao,1.0,0.41469665271966527
3668,reala,eral,0.8,0.4146443514644352
1621,erala,eral,0.8,0.4146443514644352
221,alear,eral,0.8,0.4146443514644352
3635,ralea,eral,0.8,0.4146443514644352
2581,llera,eral,0.8,0.4146443514644352
2250,ileon,elino,1.0,0.41459205020920503
2548,lineo,elino,1.0,0.41459205020920503
4661,yacer,eyrca,1.0,0.414592050209205
939,carey,eyrca,1.0,0.414592050209205
1716,favor,fvrao,1.0,0.41427824267782426
1329,creso,esrco,1.0,0.4142259414225941
4067,sorce,esrco,1.0,0.4142259414225941
2611,lucia,cliua,1.0,0.4142259414225941
1307,coser,esrco,1.0,0.4142259414225941
1297,corse,esrco,1.0,0.4142259414225941
2923,mular,rmlua,1.0,0.4140690376569037
2932,mural,rmlua,1.0,0.4140690376569037
2519,liceo,eclio,1.0,0.4139644351464435
1157,cielo,eclio,1.0,0.4139644351464435
2779,merlo,ermlo,1.0,0.41380753138075316
2859,moler,ermlo,1.0,0.41380753138075316
2204,huaco,chuao,1.0,0.4137029288702929
2845,modal,mldao,1.0,0.41365062761506277
4553,vater,evrat,1.0,0.4135983263598326
4586,vetar,evrat,1.0,0.4135983263598326
2825,misar,srmia,1.0,0.4134937238493724
87,abuso,sbuao,1.0,0.41328451882845185
4085,suabo,sbuao,1.0,0.41328451882845185
3916,sango,sgnao,1.0,0.4131799163179916
1921,ganso,sgnao,1.0,0.4131799163179916
1937,gason,sgnao,1.0,0.4131799163179916
4478,ufano,funao,1.0,0.4131276150627615
1715,fauno,funao,1.0,0.4131276150627615
2959,nadie,edina,1.0,0.4131276150627615
2035,grita,griat,1.0,0.4126046025104602
4408,triga,griat,1.0,0.4126046025104602
4273,tigra,griat,1.0,0.4126046025104602
